team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Newcastle United,3,1.0,4231.0,41.9,5.0,585.0,406.0,30.0,29.0,57.0,262.0,132.0,10.0,6.0,2.0,19.0,20.0,18.0,159.0,11.0
Newcastle United,0,1.0,4411.0,63.5,9.0,798.0,580.0,43.0,50.0,85.0,378.0,198.0,8.0,9.0,2.0,23.0,27.0,11.0,234.0,8.0
Newcastle United,2,1.0,4411.0,28.2,2.0,465.0,274.0,30.0,20.0,48.0,164.0,83.0,2.0,6.0,1.0,22.0,12.0,15.0,117.0,11.0
Newcastle United,1,0.0,4411.0,63.0,9.0,793.0,582.0,60.0,24.0,79.0,339.0,150.0,8.0,10.0,3.0,16.0,22.0,15.0,260.0,9.0
Newcastle United,3,2.0,4411.0,37.0,2.0,499.0,305.0,32.0,22.0,59.0,201.0,93.0,2.0,5.0,1.0,15.0,17.0,16.0,113.0,10.0
Newcastle United,1,0.0,4411.0,35.9,5.0,580.0,361.0,31.0,15.0,60.0,220.0,123.0,7.0,3.0,2.0,20.0,30.0,12.0,149.0,12.0
Newcastle United,1,0.0,4411.0,52.5,7.0,621.0,397.0,39.0,29.0,51.0,274.0,121.0,5.0,9.0,2.0,17.0,24.0,9.0,142.0,15.0
Newcastle United,1,0.0,4231.0,42.2,7.0,543.0,369.0,38.0,31.0,57.0,220.0,107.0,3.0,9.0,2.0,22.0,21.0,8.0,164.0,11.0
Newcastle United,0,0.0,442.0,45.3,5.0,614.0,411.0,46.0,31.0,76.0,282.0,138.0,7.0,4.0,1.0,12.0,20.0,9.0,148.0,11.0
Newcastle United,0,1.0,541.0,22.0,3.0,392.0,228.0,27.0,9.0,33.0,147.0,62.0,3.0,3.0,4.0,14.0,20.0,11.0,87.0,11.0
