team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Burnley,1,1.0,4411.0,51.4,5.0,582.0,416.0,37.0,38.0,95.0,305.0,156.0,3.0,7.0,3.0,16.0,17.0,7.0,143.0,14.0
Burnley,0,0.0,442.0,44.5,2.0,516.0,339.0,32.0,31.0,61.0,220.0,97.0,2.0,8.0,4.0,9.0,11.0,3.0,141.0,5.0
Burnley,1,1.0,442.0,39.2,2.0,551.0,389.0,48.0,23.0,67.0,233.0,100.0,2.0,3.0,3.0,13.0,15.0,15.0,169.0,9.0
Burnley,2,2.0,442.0,38.7,2.0,474.0,292.0,31.0,22.0,69.0,184.0,101.0,3.0,5.0,1.0,14.0,11.0,7.0,120.0,9.0
Burnley,2,1.0,4411.0,54.5,3.0,622.0,396.0,54.0,44.0,79.0,303.0,163.0,5.0,16.0,4.0,16.0,20.0,7.0,126.0,9.0
Burnley,1,0.0,4411.0,50.1,3.0,575.0,371.0,49.0,44.0,71.0,254.0,137.0,1.0,8.0,1.0,8.0,14.0,11.0,143.0,8.0
Burnley,1,1.0,442.0,29.2,4.0,453.0,278.0,33.0,21.0,66.0,199.0,109.0,2.0,6.0,1.0,9.0,21.0,22.0,92.0,9.0
Burnley,0,0.0,4411.0,48.2,8.0,618.0,423.0,38.0,38.0,86.0,284.0,140.0,3.0,11.0,1.0,24.0,21.0,6.0,162.0,7.0
Burnley,1,0.0,4411.0,42.1,6.0,555.0,377.0,42.0,28.0,74.0,244.0,117.0,4.0,9.0,1.0,13.0,10.0,11.0,150.0,4.0
Burnley,0,1.0,4411.0,40.4,3.0,529.0,350.0,28.0,30.0,66.0,202.0,99.0,1.0,4.0,5.0,11.0,16.0,12.0,166.0,10.0
Burnley,1,0.0,4411.0,51.0,5.0,599.0,392.0,40.0,37.0,83.0,262.0,141.0,4.0,6.0,4.0,14.0,17.0,11.0,147.0,6.0
Burnley,1,1.0,4231.0,49.0,2.0,565.0,377.0,46.0,37.0,73.0,287.0,146.0,4.0,4.0,6.0,8.0,19.0,13.0,113.0,10.0
Burnley,0,0.0,4411.0,36.3,3.0,532.0,350.0,39.0,26.0,55.0,232.0,118.0,5.0,3.0,4.0,13.0,12.0,11.0,137.0,8.0
Burnley,2,2.0,4411.0,39.2,4.0,482.0,296.0,29.0,39.0,56.0,213.0,100.0,5.0,12.0,3.0,23.0,19.0,8.0,110.0,12.0
Burnley,1,0.0,4411.0,47.1,3.0,649.0,451.0,55.0,33.0,71.0,295.0,134.0,3.0,9.0,4.0,14.0,11.0,11.0,182.0,9.0
Burnley,1,1.0,4411.0,62.1,8.0,634.0,454.0,38.0,53.0,72.0,323.0,173.0,12.0,8.0,2.0,12.0,10.0,6.0,153.0,11.0
Burnley,0,0.0,451.0,52.0,1.0,645.0,456.0,56.0,26.0,86.0,293.0,148.0,3.0,1.0,5.0,15.0,14.0,13.0,175.0,9.0
Burnley,1,1.0,442.0,35.3,2.0,472.0,254.0,29.0,16.0,65.0,184.0,95.0,1.0,3.0,8.0,18.0,22.0,6.0,82.0,7.0
Burnley,0,0.0,4411.0,67.8,15.0,665.0,471.0,51.0,43.0,87.0,291.0,147.0,9.0,11.0,1.0,9.0,9.0,7.0,213.0,11.0
Burnley,0,0.0,4411.0,36.4,2.0,527.0,372.0,41.0,21.0,46.0,198.0,89.0,3.0,3.0,0.0,11.0,16.0,17.0,192.0,7.0
Burnley,1,0.0,442.0,57.2,5.0,645.0,428.0,42.0,46.0,101.0,302.0,160.0,5.0,11.0,0.0,9.0,14.0,5.0,159.0,5.0
Burnley,2,0.0,442.0,39.5,2.0,491.0,292.0,28.0,23.0,70.0,184.0,103.0,1.0,6.0,2.0,13.0,10.0,16.0,117.0,12.0
Burnley,2,0.0,442.0,52.5,6.0,653.0,461.0,42.0,29.0,74.0,295.0,151.0,5.0,6.0,2.0,10.0,8.0,7.0,187.0,9.0
Burnley,3,0.0,4411.0,48.3,2.0,559.0,372.0,36.0,22.0,72.0,212.0,126.0,3.0,4.0,3.0,11.0,23.0,7.0,172.0,7.0
Burnley,0,0.0,442.0,42.7,8.0,522.0,352.0,51.0,25.0,74.0,225.0,114.0,8.0,5.0,0.0,17.0,11.0,11.0,141.0,9.0
Burnley,1,0.0,4411.0,47.5,6.0,571.0,364.0,37.0,33.0,61.0,259.0,125.0,5.0,6.0,0.0,18.0,24.0,10.0,122.0,15.0
Burnley,0,0.0,4231.0,55.8,5.0,615.0,415.0,41.0,40.0,76.0,257.0,143.0,3.0,5.0,0.0,19.0,22.0,5.0,178.0,10.0
Burnley,0,0.0,4411.0,43.1,5.0,483.0,294.0,35.0,23.0,80.0,218.0,132.0,2.0,0.0,0.0,17.0,13.0,13.0,88.0,14.0
Burnley,2,0.0,4141.0,28.7,1.0,462.0,270.0,24.0,23.0,58.0,149.0,81.0,1.0,2.0,0.0,14.0,9.0,6.0,130.0,14.0
Burnley,0,0.0,4411.0,42.2,0.0,535.0,358.0,33.0,26.0,66.0,214.0,98.0,3.0,8.0,2.0,12.0,17.0,10.0,159.0,13.0
Burnley,0,0.0,4411.0,48.4,7.0,581.0,382.0,35.0,31.0,65.0,230.0,102.0,5.0,9.0,6.0,23.0,19.0,6.0,176.0,11.0
Burnley,2,0.0,4411.0,37.9,2.0,543.0,345.0,45.0,23.0,84.0,242.0,125.0,5.0,5.0,0.0,22.0,14.0,17.0,123.0,11.0
Burnley,1,0.0,4411.0,37.2,2.0,516.0,344.0,28.0,16.0,69.0,223.0,112.0,3.0,2.0,1.0,11.0,18.0,11.0,132.0,4.0
Burnley,0,0.0,4411.0,22.6,3.0,389.0,227.0,19.0,19.0,51.0,142.0,75.0,5.0,1.0,2.0,14.0,9.0,25.0,97.0,6.0
Burnley,1,0.0,4411.0,36.8,1.0,515.0,295.0,39.0,37.0,75.0,214.0,116.0,0.0,5.0,1.0,18.0,20.0,13.0,98.0,7.0
