team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Southampton,0,0.0,541.0,30.3,5.0,441.0,259.0,28.0,23.0,41.0,179.0,82.0,1.0,7.0,4.0,24.0,17.0,11.0,91.0,8.0
Southampton,2,1.0,343.0,40.3,4.0,539.0,350.0,29.0,25.0,62.0,219.0,103.0,6.0,8.0,1.0,21.0,12.0,15.0,143.0,12.0
Southampton,2,1.0,3421.0,42.0,2.0,570.0,377.0,34.0,20.0,64.0,241.0,110.0,2.0,8.0,1.0,14.0,24.0,15.0,156.0,13.0
Southampton,0,0.0,4231.0,65.2,5.0,639.0,422.0,39.0,51.0,60.0,322.0,154.0,9.0,9.0,2.0,18.0,19.0,5.0,144.0,8.0
Southampton,0,2.0,4231.0,52.2,2.0,736.0,545.0,60.0,29.0,51.0,325.0,120.0,1.0,5.0,5.0,15.0,29.0,16.0,241.0,5.0
Southampton,1,1.0,4231.0,65.8,8.0,816.0,588.0,39.0,49.0,73.0,444.0,216.0,11.0,7.0,4.0,12.0,31.0,12.0,181.0,8.0
Southampton,1,1.0,4231.0,41.1,5.0,538.0,343.0,32.0,21.0,64.0,225.0,108.0,7.0,3.0,2.0,21.0,23.0,14.0,133.0,8.0
Southampton,1,1.0,4231.0,61.1,7.0,759.0,560.0,54.0,32.0,67.0,337.0,153.0,6.0,4.0,1.0,26.0,23.0,14.0,239.0,8.0
Southampton,1,1.0,4231.0,52.6,4.0,598.0,384.0,34.0,29.0,60.0,265.0,109.0,4.0,8.0,3.0,14.0,23.0,15.0,142.0,16.0
Southampton,1,3.0,4231.0,53.4,5.0,621.0,413.0,39.0,29.0,57.0,258.0,120.0,5.0,6.0,3.0,19.0,19.0,10.0,180.0,13.0
Southampton,1,1.0,4231.0,33.0,2.0,567.0,375.0,39.0,17.0,48.0,211.0,95.0,3.0,3.0,4.0,14.0,21.0,20.0,175.0,12.0
Southampton,4,1.0,4231.0,67.2,7.0,864.0,663.0,55.0,46.0,72.0,368.0,196.0,7.0,10.0,0.0,19.0,23.0,9.0,327.0,6.0
Southampton,0,0.0,4231.0,62.8,6.0,748.0,575.0,53.0,44.0,78.0,388.0,167.0,2.0,11.0,2.0,15.0,18.0,4.0,213.0,4.0
Southampton,1,0.0,41212.0,65.7,11.0,797.0,589.0,52.0,49.0,73.0,410.0,214.0,9.0,11.0,2.0,21.0,20.0,8.0,208.0,10.0
Southampton,2,1.0,442.0,61.8,6.0,780.0,583.0,70.0,43.0,71.0,347.0,159.0,5.0,7.0,1.0,11.0,16.0,11.0,257.0,11.0
Southampton,0,1.0,4231.0,60.6,6.0,736.0,544.0,47.0,50.0,75.0,360.0,179.0,6.0,8.0,3.0,18.0,20.0,11.0,215.0,12.0
Southampton,0,1.0,4231.0,52.7,3.0,637.0,423.0,32.0,40.0,72.0,288.0,140.0,5.0,4.0,2.0,19.0,22.0,12.0,157.0,8.0
Southampton,3,2.0,4231.0,66.1,6.0,725.0,569.0,44.0,49.0,55.0,380.0,193.0,7.0,7.0,1.0,10.0,12.0,8.0,215.0,18.0
Southampton,0,0.0,4231.0,59.6,16.0,707.0,518.0,28.0,54.0,55.0,381.0,206.0,13.0,16.0,1.0,12.0,23.0,12.0,172.0,10.0
Southampton,1,0.0,3421.0,46.7,3.0,565.0,372.0,39.0,24.0,65.0,268.0,121.0,4.0,9.0,0.0,14.0,19.0,7.0,122.0,15.0
Southampton,1,0.0,3421.0,45.6,2.0,545.0,358.0,30.0,23.0,59.0,226.0,103.0,8.0,3.0,4.0,17.0,12.0,9.0,144.0,12.0
Southampton,0,0.0,3421.0,45.6,4.0,610.0,384.0,37.0,23.0,53.0,255.0,107.0,2.0,4.0,2.0,17.0,21.0,14.0,149.0,10.0
Southampton,2,1.0,3421.0,35.4,4.0,559.0,370.0,34.0,33.0,50.0,250.0,129.0,5.0,10.0,2.0,12.0,17.0,22.0,143.0,7.0
