team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Manchester United,1,1.0,4231.0,57.1,5.0,721.0,544.0,45.0,26.0,67.0,312.0,163.0,9.0,4.0,4.0,13.0,14.0,5.0,251.0,10.0
Manchester United,2,1.0,4231.0,53.3,8.0,714.0,511.0,29.0,27.0,47.0,260.0,122.0,5.0,13.0,1.0,22.0,16.0,9.0,272.0,10.0
Manchester United,1,1.0,4231.0,53.1,3.0,728.0,561.0,32.0,15.0,44.0,231.0,92.0,8.0,4.0,3.0,12.0,16.0,8.0,339.0,9.0
Manchester United,3,0.0,4231.0,69.4,4.0,796.0,610.0,42.0,31.0,63.0,383.0,229.0,2.0,15.0,2.0,13.0,10.0,4.0,247.0,9.0
Manchester United,2,1.0,4231.0,57.7,6.0,792.0,604.0,41.0,39.0,97.0,412.0,241.0,6.0,9.0,2.0,13.0,23.0,13.0,213.0,14.0
Manchester United,1,0.0,4231.0,61.8,4.0,843.0,684.0,42.0,32.0,63.0,460.0,273.0,6.0,9.0,2.0,13.0,8.0,12.0,241.0,12.0
Manchester United,3,1.0,4231.0,71.6,4.0,861.0,692.0,47.0,27.0,68.0,383.0,197.0,6.0,9.0,2.0,11.0,22.0,5.0,325.0,9.0
Manchester United,3,2.0,4231.0,62.0,6.0,820.0,653.0,51.0,28.0,48.0,410.0,177.0,5.0,9.0,4.0,14.0,22.0,8.0,265.0,14.0
Manchester United,9,4.0,4231.0,74.6,5.0,784.0,626.0,42.0,47.0,58.0,504.0,308.0,10.0,14.0,3.0,13.0,13.0,8.0,144.0,11.0
Manchester United,1,1.0,4231.0,75.8,5.0,986.0,803.0,57.0,42.0,81.0,490.0,251.0,6.0,10.0,5.0,21.0,17.0,4.0,336.0,10.0
Manchester United,2,1.0,4231.0,48.4,5.0,588.0,407.0,36.0,30.0,41.0,250.0,141.0,7.0,12.0,1.0,11.0,21.0,15.0,174.0,22.0
Manchester United,1,0.0,4231.0,58.2,5.0,787.0,611.0,55.0,40.0,71.0,419.0,255.0,5.0,6.0,4.0,15.0,18.0,15.0,210.0,11.0
Manchester United,6,4.0,4231.0,41.5,6.0,568.0,354.0,24.0,30.0,39.0,205.0,118.0,7.0,19.0,2.0,19.0,19.0,10.0,161.0,6.0
Manchester United,0,0.0,4231.0,46.1,6.0,647.0,502.0,34.0,12.0,41.0,179.0,72.0,4.0,7.0,2.0,23.0,9.0,11.0,329.0,13.0
Manchester United,1,0.0,4231.0,63.1,2.0,842.0,663.0,45.0,38.0,80.0,415.0,204.0,6.0,11.0,1.0,13.0,22.0,14.0,268.0,12.0
Manchester United,0,0.0,41212.0,53.3,3.0,731.0,570.0,28.0,34.0,49.0,297.0,128.0,4.0,4.0,4.0,10.0,15.0,8.0,291.0,12.0
