team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Leicester City,2,1.0,442.0,47.0,2.0,651.0,444.0,31.0,26.0,47.0,230.0,109.0,4.0,6.0,3.0,28.0,22.0,17.0,229.0,9.0
Leicester City,2,2.0,3412.0,68.3,7.0,799.0,596.0,38.0,47.0,93.0,443.0,176.0,8.0,17.0,2.0,13.0,13.0,12.0,185.0,12.0
Leicester City,2,1.0,3412.0,66.8,6.0,780.0,598.0,37.0,33.0,74.0,381.0,172.0,4.0,9.0,2.0,19.0,23.0,11.0,234.0,13.0
Leicester City,3,3.0,3412.0,72.7,5.0,869.0,706.0,60.0,24.0,70.0,398.0,164.0,9.0,8.0,1.0,19.0,14.0,12.0,318.0,13.0
Leicester City,0,0.0,352.0,43.8,2.0,619.0,452.0,22.0,11.0,26.0,116.0,52.0,2.0,3.0,3.0,19.0,19.0,10.0,342.0,13.0
Leicester City,5,1.0,3412.0,71.7,4.0,928.0,750.0,52.0,31.0,72.0,375.0,151.0,5.0,14.0,2.0,19.0,23.0,10.0,390.0,10.0
Leicester City,1,1.0,442.0,44.2,2.0,563.0,408.0,29.0,13.0,60.0,186.0,82.0,2.0,6.0,1.0,21.0,14.0,12.0,231.0,15.0
Leicester City,3,0.0,4231.0,38.0,4.0,585.0,357.0,21.0,11.0,33.0,126.0,43.0,3.0,8.0,2.0,23.0,17.0,17.0,237.0,7.0
Leicester City,1,1.0,4231.0,50.8,4.0,621.0,404.0,33.0,25.0,54.0,243.0,104.0,11.0,7.0,2.0,15.0,20.0,14.0,175.0,17.0
Leicester City,2,2.0,4141.0,35.6,2.0,526.0,340.0,30.0,30.0,38.0,187.0,99.0,3.0,5.0,1.0,19.0,23.0,11.0,171.0,7.0
Leicester City,2,1.0,4231.0,47.4,9.0,644.0,445.0,25.0,24.0,54.0,243.0,119.0,3.0,13.0,5.0,22.0,24.0,10.0,217.0,10.0
Leicester City,2,1.0,4231.0,54.4,4.0,701.0,507.0,32.0,28.0,64.0,266.0,138.0,5.0,5.0,1.0,17.0,23.0,14.0,263.0,10.0
Leicester City,0,1.0,4231.0,61.0,4.0,730.0,547.0,30.0,25.0,51.0,270.0,118.0,9.0,5.0,2.0,21.0,12.0,10.0,293.0,12.0
Leicester City,3,3.0,3421.0,54.1,5.0,727.0,539.0,42.0,27.0,53.0,322.0,158.0,2.0,13.0,4.0,12.0,19.0,14.0,234.0,9.0
Leicester City,1,2.0,3421.0,68.0,6.0,869.0,666.0,45.0,34.0,73.0,402.0,150.0,8.0,8.0,0.0,19.0,13.0,8.0,291.0,9.0
Leicester City,1,1.0,3421.0,49.6,4.0,661.0,492.0,39.0,26.0,48.0,341.0,130.0,4.0,6.0,1.0,20.0,18.0,5.0,175.0,12.0
Leicester City,0,0.0,4141.0,50.5,2.0,611.0,417.0,28.0,29.0,56.0,226.0,119.0,5.0,6.0,2.0,21.0,13.0,18.0,202.0,18.0
Leicester City,0,2.0,343.0,69.5,2.0,857.0,684.0,38.0,37.0,85.0,405.0,190.0,1.0,3.0,4.0,7.0,23.0,18.0,300.0,10.0
Leicester City,4,1.0,4141.0,67.8,2.0,796.0,621.0,42.0,41.0,47.0,350.0,185.0,3.0,11.0,1.0,13.0,12.0,11.0,299.0,11.0
Leicester City,1,0.0,3421.0,41.4,3.0,568.0,381.0,20.0,25.0,64.0,206.0,121.0,3.0,4.0,0.0,23.0,17.0,7.0,192.0,16.0
Leicester City,2,1.0,442.0,46.9,3.0,650.0,491.0,35.0,28.0,59.0,302.0,149.0,0.0,4.0,0.0,17.0,16.0,13.0,205.0,12.0
Leicester City,1,0.0,3412.0,70.8,0.0,820.0,633.0,38.0,45.0,87.0,485.0,255.0,10.0,13.0,5.0,19.0,20.0,3.0,180.0,13.0
Leicester City,2,0.0,352.0,63.7,0.0,812.0,629.0,48.0,45.0,76.0,371.0,188.0,0.0,10.0,1.0,13.0,19.0,12.0,289.0,13.0
Leicester City,2,0.0,3142.0,63.4,4.0,829.0,616.0,45.0,31.0,60.0,284.0,104.0,3.0,5.0,1.0,23.0,21.0,21.0,345.0,8.0
Leicester City,1,1.0,3142.0,61.1,6.0,746.0,571.0,36.0,27.0,40.0,261.0,114.0,8.0,8.0,2.0,9.0,15.0,7.0,329.0,12.0
Leicester City,2,0.0,4231.0,50.1,2.0,627.0,450.0,30.0,20.0,60.0,262.0,130.0,8.0,8.0,1.0,16.0,14.0,12.0,201.0,12.0
