team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Manchester City,5,2.0,433.0,67.7,6.0,893.0,725.0,76.0,27.0,54.0,350.0,135.0,4.0,17.0,1.0,10.0,10.0,9.0,389.0,8.0
Manchester City,1,1.0,3142.0,48.3,6.0,711.0,537.0,53.0,19.0,46.0,246.0,96.0,8.0,8.0,1.0,18.0,15.0,9.0,307.0,12.0
Manchester City,1,1.0,433.0,71.1,11.0,828.0,621.0,25.0,53.0,67.0,477.0,297.0,15.0,14.0,2.0,8.0,13.0,6.0,180.0,12.0
Manchester City,5,3.0,433.0,58.3,5.0,848.0,673.0,52.0,17.0,63.0,334.0,153.0,5.0,12.0,1.0,8.0,15.0,8.0,347.0,6.0
Manchester City,0,1.0,4231.0,65.9,10.0,915.0,715.0,34.0,39.0,67.0,489.0,257.0,10.0,13.0,1.0,17.0,22.0,14.0,247.0,9.0
Manchester City,4,1.0,433.0,72.1,4.0,954.0,798.0,66.0,50.0,78.0,504.0,276.0,4.0,18.0,3.0,14.0,9.0,7.0,318.0,9.0
Manchester City,2,1.0,433.0,63.2,2.0,834.0,675.0,43.0,25.0,75.0,429.0,205.0,5.0,5.0,2.0,11.0,9.0,14.0,263.0,8.0
Manchester City,3,1.0,433.0,60.4,4.0,876.0,698.0,58.0,31.0,56.0,450.0,202.0,4.0,11.0,1.0,21.0,11.0,8.0,258.0,12.0
Manchester City,1,1.0,433.0,75.0,1.0,942.0,805.0,75.0,33.0,82.0,527.0,252.0,4.0,6.0,1.0,12.0,14.0,4.0,299.0,7.0
Manchester City,2,0.0,433.0,69.1,7.0,810.0,628.0,43.0,51.0,54.0,402.0,240.0,8.0,20.0,3.0,14.0,7.0,11.0,255.0,10.0
Manchester City,4,1.0,433.0,72.2,3.0,919.0,747.0,41.0,34.0,78.0,505.0,209.0,6.0,7.0,0.0,18.0,21.0,8.0,271.0,9.0
Manchester City,1,1.0,433.0,65.1,4.0,923.0,726.0,53.0,31.0,69.0,470.0,235.0,3.0,13.0,2.0,16.0,20.0,13.0,276.0,4.0
Manchester City,2,1.0,343.0,75.1,2.0,1012.0,862.0,63.0,37.0,78.0,503.0,209.0,3.0,8.0,1.0,8.0,21.0,8.0,370.0,5.0
