team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Sheffield United,1,1.0,3421.0,43.0,7.0,552.0,361.0,28.0,35.0,66.0,229.0,130.0,4.0,8.0,2.0,19.0,11.0,5.0,152.0,11.0
Sheffield United,0,1.0,352.0,49.8,6.0,618.0,412.0,42.0,26.0,48.0,209.0,106.0,1.0,6.0,2.0,22.0,15.0,9.0,222.0,11.0
Sheffield United,1,1.0,3412.0,31.5,1.0,457.0,295.0,28.0,18.0,42.0,196.0,102.0,2.0,5.0,1.0,24.0,14.0,6.0,111.0,13.0
Sheffield United,0,1.0,352.0,45.1,2.0,609.0,469.0,32.0,17.0,44.0,211.0,90.0,2.0,5.0,2.0,16.0,12.0,5.0,267.0,9.0
Sheffield United,0,1.0,352.0,50.9,5.0,589.0,393.0,39.0,35.0,65.0,256.0,144.0,4.0,4.0,2.0,16.0,17.0,9.0,158.0,17.0
Sheffield United,1,1.0,352.0,28.2,5.0,443.0,263.0,23.0,15.0,57.0,172.0,84.0,3.0,6.0,1.0,13.0,7.0,13.0,99.0,13.0
Sheffield United,0,0.0,352.0,39.3,4.0,579.0,406.0,28.0,26.0,66.0,255.0,142.0,3.0,5.0,3.0,11.0,21.0,11.0,170.0,9.0
Sheffield United,1,1.0,352.0,31.1,3.0,519.0,338.0,30.0,27.0,54.0,214.0,132.0,3.0,5.0,2.0,18.0,22.0,12.0,133.0,8.0
Sheffield United,2,1.0,352.0,68.3,4.0,800.0,593.0,44.0,42.0,80.0,377.0,208.0,5.0,9.0,3.0,20.0,12.0,10.0,243.0,11.0
Sheffield United,1,2.0,352.0,42.0,3.0,616.0,413.0,36.0,29.0,57.0,296.0,139.0,8.0,7.0,4.0,19.0,13.0,13.0,139.0,13.0
Sheffield United,1,0.0,352.0,66.2,6.0,755.0,559.0,42.0,42.0,66.0,396.0,232.0,4.0,13.0,2.0,11.0,14.0,8.0,187.0,13.0
Sheffield United,0,0.0,3421.0,43.8,5.0,612.0,420.0,34.0,24.0,76.0,271.0,133.0,1.0,9.0,2.0,18.0,27.0,11.0,164.0,11.0
Sheffield United,2,1.0,532.0,40.1,5.0,543.0,362.0,34.0,33.0,71.0,276.0,156.0,3.0,9.0,2.0,20.0,16.0,10.0,103.0,17.0
