team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Everton,1,0.0,442.0,41.0,4.0,580.0,377.0,38.0,30.0,41.0,216.0,108.0,5.0,9.0,0.0,21.0,15.0,10.0,180.0,11.0
Everton,0,1.0,4231.0,62.4,5.0,824.0,635.0,44.0,45.0,69.0,324.0,144.0,4.0,12.0,3.0,21.0,15.0,8.0,337.0,8.0
Everton,1,1.0,4231.0,47.5,7.0,607.0,421.0,34.0,25.0,59.0,227.0,117.0,8.0,8.0,2.0,20.0,17.0,7.0,212.0,10.0
Everton,2,1.0,442.0,52.8,8.0,706.0,502.0,31.0,21.0,43.0,286.0,126.0,6.0,12.0,2.0,22.0,20.0,8.0,227.0,8.0
Everton,1,0.0,3412.0,47.5,7.0,640.0,459.0,38.0,25.0,61.0,240.0,123.0,4.0,11.0,2.0,16.0,23.0,9.0,235.0,10.0
Everton,1,1.0,41212.0,65.5,5.0,721.0,547.0,57.0,37.0,65.0,318.0,159.0,5.0,9.0,2.0,8.0,13.0,7.0,261.0,9.0
Everton,1,1.0,4312.0,46.6,2.0,617.0,410.0,36.0,22.0,50.0,183.0,92.0,1.0,6.0,4.0,20.0,18.0,12.0,240.0,13.0
Everton,1,1.0,4411.0,29.6,1.0,469.0,313.0,26.0,14.0,51.0,154.0,81.0,6.0,3.0,0.0,18.0,16.0,14.0,171.0,8.0
Everton,0,0.0,4312.0,49.7,3.0,700.0,534.0,33.0,24.0,46.0,217.0,88.0,3.0,4.0,3.0,17.0,20.0,5.0,338.0,7.0
Everton,0,0.0,4231.0,60.9,6.0,679.0,488.0,44.0,35.0,43.0,265.0,119.0,3.0,8.0,4.0,17.0,19.0,9.0,248.0,13.0
Everton,1,1.0,442.0,35.0,4.0,502.0,298.0,20.0,25.0,43.0,162.0,98.0,3.0,5.0,2.0,14.0,22.0,11.0,158.0,12.0
Everton,0,0.0,4231.0,60.0,5.0,763.0,589.0,42.0,31.0,78.0,332.0,158.0,5.0,5.0,2.0,15.0,19.0,11.0,280.0,9.0
Everton,2,2.0,4231.0,42.2,4.0,553.0,401.0,30.0,23.0,46.0,227.0,95.0,6.0,3.0,1.0,12.0,15.0,11.0,192.0,9.0
Everton,1,1.0,433.0,28.0,3.0,479.0,241.0,22.0,22.0,42.0,161.0,83.0,1.0,8.0,4.0,13.0,17.0,26.0,97.0,10.0
Everton,0,0.0,343.0,41.8,6.0,606.0,391.0,37.0,24.0,40.0,236.0,112.0,5.0,10.0,2.0,19.0,13.0,15.0,168.0,8.0
