team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Southampton,0,0.0,442.0,51.3,11.0,620.0,392.0,37.0,28.0,55.0,251.0,132.0,12.0,6.0,2.0,23.0,22.0,13.0,157.0,10.0
Southampton,3,1.0,442.0,46.2,2.0,673.0,470.0,36.0,21.0,40.0,223.0,90.0,3.0,8.0,3.0,19.0,22.0,7.0,258.0,9.0
Southampton,3,1.0,442.0,62.7,3.0,716.0,531.0,45.0,31.0,37.0,252.0,100.0,2.0,11.0,1.0,13.0,21.0,3.0,298.0,20.0
Southampton,1,0.0,442.0,29.2,9.0,458.0,272.0,21.0,7.0,41.0,131.0,62.0,2.0,3.0,1.0,14.0,14.0,8.0,143.0,9.0
Southampton,3,2.0,442.0,53.4,3.0,634.0,424.0,38.0,38.0,53.0,242.0,129.0,12.0,12.0,1.0,14.0,11.0,8.0,202.0,11.0
Southampton,1,1.0,442.0,59.4,1.0,690.0,492.0,36.0,29.0,48.0,261.0,111.0,4.0,5.0,1.0,13.0,17.0,11.0,251.0,11.0
Southampton,1,1.0,442.0,29.1,3.0,486.0,295.0,25.0,10.0,50.0,157.0,82.0,3.0,4.0,4.0,17.0,21.0,15.0,146.0,10.0
Southampton,1,1.0,442.0,51.1,3.0,660.0,476.0,25.0,18.0,43.0,221.0,81.0,3.0,4.0,6.0,23.0,20.0,14.0,266.0,10.0
Southampton,0,1.0,442.0,59.8,6.0,695.0,487.0,41.0,38.0,58.0,257.0,145.0,9.0,11.0,4.0,24.0,15.0,8.0,254.0,12.0
Southampton,1,1.0,442.0,58.0,5.0,685.0,493.0,32.0,21.0,45.0,233.0,96.0,5.0,8.0,2.0,17.0,17.0,12.0,279.0,11.0
Southampton,1,1.0,442.0,33.0,3.0,572.0,352.0,33.0,9.0,43.0,157.0,64.0,6.0,1.0,6.0,18.0,14.0,16.0,199.0,5.0
Southampton,0,0.0,442.0,62.6,4.0,757.0,576.0,55.0,31.0,55.0,337.0,139.0,4.0,4.0,2.0,15.0,17.0,11.0,258.0,16.0
Southampton,0,1.0,442.0,48.3,3.0,686.0,498.0,35.0,32.0,41.0,241.0,93.0,2.0,7.0,3.0,26.0,21.0,10.0,281.0,9.0
Southampton,3,1.0,442.0,68.2,7.0,758.0,572.0,45.0,35.0,45.0,240.0,113.0,5.0,11.0,3.0,21.0,13.0,9.0,351.0,8.0
Southampton,2,2.0,442.0,49.9,3.0,731.0,525.0,38.0,19.0,39.0,229.0,81.0,5.0,5.0,0.0,22.0,21.0,12.0,309.0,12.0
Southampton,2,1.0,442.0,60.7,2.0,751.0,561.0,41.0,25.0,44.0,274.0,93.0,6.0,9.0,4.0,32.0,17.0,12.0,299.0,12.0
Southampton,2,2.0,442.0,54.3,6.0,805.0,610.0,48.0,25.0,32.0,293.0,110.0,3.0,10.0,1.0,18.0,15.0,8.0,333.0,11.0
Southampton,2,1.0,442.0,61.6,5.0,706.0,522.0,38.0,30.0,52.0,286.0,109.0,5.0,8.0,1.0,21.0,23.0,15.0,249.0,19.0
Southampton,2,1.0,442.0,52.5,5.0,611.0,460.0,33.0,21.0,72.0,266.0,131.0,5.0,9.0,2.0,8.0,21.0,8.0,206.0,17.0
Southampton,0,0.0,442.0,63.1,8.0,715.0,534.0,38.0,24.0,49.0,271.0,111.0,6.0,11.0,2.0,23.0,23.0,7.0,273.0,9.0
Southampton,0,0.0,442.0,45.9,4.0,663.0,480.0,31.0,19.0,34.0,203.0,85.0,6.0,6.0,1.0,18.0,26.0,6.0,294.0,6.0
Southampton,1,0.0,442.0,38.3,3.0,583.0,371.0,21.0,24.0,33.0,182.0,79.0,5.0,5.0,0.0,29.0,36.0,7.0,202.0,14.0
Southampton,0,0.0,442.0,60.5,10.0,634.0,442.0,32.0,33.0,62.0,291.0,158.0,6.0,8.0,2.0,14.0,12.0,17.0,174.0,11.0
Southampton,2,1.0,442.0,41.7,3.0,627.0,481.0,23.0,18.0,43.0,197.0,87.0,4.0,7.0,4.0,22.0,15.0,13.0,291.0,4.0
Southampton,2,0.0,442.0,49.1,4.0,593.0,390.0,37.0,24.0,45.0,200.0,90.0,8.0,7.0,2.0,17.0,18.0,11.0,200.0,11.0
Southampton,0,0.0,442.0,53.4,4.0,676.0,462.0,44.0,32.0,35.0,244.0,99.0,3.0,6.0,0.0,26.0,20.0,16.0,239.0,9.0
Southampton,0,0.0,442.0,53.3,6.0,582.0,365.0,36.0,23.0,59.0,223.0,107.0,5.0,8.0,2.0,18.0,17.0,11.0,157.0,13.0
