team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Crystal Palace,1,1.0,433.0,31.3,4.0,455.0,258.0,23.0,30.0,46.0,177.0,79.0,3.0,9.0,3.0,20.0,16.0,8.0,109.0,7.0
Crystal Palace,3,1.0,433.0,45.5,3.0,533.0,325.0,33.0,37.0,51.0,244.0,113.0,8.0,15.0,2.0,15.0,17.0,6.0,106.0,23.0
Crystal Palace,0,0.0,433.0,30.0,4.0,506.0,294.0,31.0,14.0,41.0,184.0,79.0,6.0,3.0,3.0,18.0,19.0,19.0,120.0,9.0
Crystal Palace,1,3.0,442.0,35.7,6.0,601.0,434.0,26.0,9.0,30.0,185.0,75.0,4.0,1.0,1.0,14.0,25.0,14.0,259.0,7.0
Crystal Palace,1,1.0,442.0,44.3,1.0,527.0,324.0,26.0,21.0,36.0,181.0,87.0,3.0,3.0,1.0,17.0,18.0,4.0,150.0,16.0
Crystal Palace,0,0.0,442.0,37.0,3.0,544.0,353.0,33.0,19.0,48.0,174.0,82.0,3.0,5.0,1.0,19.0,18.0,9.0,192.0,4.0
Crystal Palace,0,0.0,4231.0,40.4,1.0,568.0,364.0,34.0,16.0,51.0,193.0,95.0,1.0,2.0,1.0,20.0,20.0,20.0,182.0,10.0
Crystal Palace,0,2.0,442.0,53.3,3.0,636.0,427.0,40.0,38.0,48.0,279.0,153.0,5.0,8.0,3.0,16.0,14.0,5.0,179.0,15.0
Crystal Palace,1,0.0,4231.0,47.3,6.0,682.0,518.0,58.0,12.0,51.0,276.0,132.0,6.0,5.0,1.0,14.0,9.0,8.0,247.0,7.0
Crystal Palace,2,1.0,442.0,54.2,3.0,723.0,536.0,48.0,36.0,66.0,322.0,157.0,4.0,2.0,2.0,17.0,24.0,14.0,232.0,9.0
Crystal Palace,2,2.0,442.0,44.4,2.0,637.0,414.0,37.0,19.0,57.0,264.0,130.0,3.0,6.0,3.0,24.0,20.0,9.0,161.0,8.0
Crystal Palace,1,0.0,442.0,33.1,3.0,496.0,296.0,24.0,16.0,59.0,172.0,79.0,8.0,4.0,3.0,18.0,19.0,14.0,137.0,10.0
Crystal Palace,0,3.0,442.0,35.3,2.0,555.0,397.0,39.0,16.0,47.0,221.0,105.0,1.0,4.0,7.0,10.0,16.0,9.0,188.0,5.0
Crystal Palace,1,1.0,442.0,42.9,5.0,546.0,344.0,38.0,25.0,41.0,196.0,104.0,5.0,11.0,4.0,11.0,14.0,16.0,162.0,15.0
Crystal Palace,0,0.0,442.0,57.4,8.0,701.0,503.0,43.0,36.0,60.0,287.0,140.0,4.0,8.0,0.0,15.0,12.0,9.0,242.0,9.0
Crystal Palace,4,3.0,442.0,35.2,2.0,539.0,332.0,31.0,16.0,57.0,201.0,115.0,3.0,7.0,1.0,15.0,16.0,13.0,141.0,9.0
Crystal Palace,1,1.0,442.0,34.3,9.0,454.0,280.0,33.0,9.0,21.0,166.0,45.0,8.0,1.0,1.0,19.0,19.0,3.0,126.0,13.0
Crystal Palace,1,1.0,442.0,42.3,2.0,579.0,370.0,34.0,32.0,51.0,250.0,123.0,3.0,5.0,1.0,26.0,23.0,16.0,146.0,16.0
Crystal Palace,1,1.0,442.0,29.4,2.0,449.0,236.0,32.0,18.0,51.0,173.0,74.0,2.0,5.0,4.0,15.0,16.0,12.0,79.0,14.0
Crystal Palace,0,0.0,433.0,30.4,1.0,427.0,263.0,23.0,5.0,40.0,137.0,63.0,3.0,2.0,1.0,24.0,16.0,10.0,128.0,8.0
Crystal Palace,1,1.0,433.0,37.3,2.0,501.0,311.0,32.0,22.0,50.0,209.0,100.0,4.0,7.0,2.0,17.0,19.0,16.0,117.0,13.0
Crystal Palace,2,0.0,433.0,50.2,7.0,623.0,423.0,38.0,36.0,52.0,266.0,140.0,5.0,16.0,1.0,21.0,15.0,8.0,172.0,8.0
Crystal Palace,1,0.0,433.0,33.2,1.0,472.0,300.0,32.0,17.0,56.0,200.0,106.0,1.0,3.0,3.0,13.0,20.0,18.0,106.0,12.0
Crystal Palace,1,0.0,442.0,52.5,4.0,687.0,512.0,47.0,26.0,48.0,290.0,145.0,5.0,8.0,1.0,17.0,25.0,8.0,236.0,10.0
Crystal Palace,1,1.0,442.0,35.8,3.0,545.0,373.0,32.0,20.0,49.0,213.0,93.0,2.0,3.0,4.0,18.0,20.0,7.0,177.0,17.0
Crystal Palace,2,0.0,433.0,25.5,1.0,433.0,250.0,23.0,5.0,32.0,102.0,35.0,1.0,2.0,1.0,22.0,14.0,15.0,153.0,6.0
Crystal Palace,0,0.0,442.0,31.8,2.0,501.0,332.0,32.0,16.0,36.0,195.0,86.0,3.0,5.0,1.0,11.0,17.0,3.0,147.0,8.0
Crystal Palace,2,2.0,442.0,38.7,2.0,570.0,397.0,37.0,16.0,41.0,239.0,111.0,3.0,3.0,2.0,14.0,17.0,11.0,166.0,11.0
Crystal Palace,0,0.0,4141.0,27.8,1.0,456.0,288.0,12.0,9.0,37.0,111.0,69.0,1.0,1.0,0.0,15.0,18.0,8.0,182.0,8.0
Crystal Palace,0,0.0,442.0,32.7,6.0,528.0,339.0,30.0,17.0,45.0,184.0,91.0,4.0,8.0,1.0,14.0,17.0,17.0,164.0,11.0
Crystal Palace,0,0.0,442.0,61.4,6.0,663.0,475.0,30.0,34.0,60.0,293.0,153.0,7.0,6.0,2.0,12.0,14.0,7.0,209.0,16.0
Crystal Palace,1,0.0,442.0,48.1,4.0,583.0,422.0,36.0,25.0,52.0,274.0,125.0,1.0,7.0,0.0,23.0,12.0,4.0,162.0,12.0
Crystal Palace,5,1.0,442.0,49.9,5.0,655.0,495.0,35.0,25.0,51.0,302.0,156.0,4.0,14.0,3.0,14.0,17.0,5.0,205.0,16.0
Crystal Palace,0,0.0,442.0,53.9,5.0,665.0,459.0,38.0,31.0,32.0,278.0,122.0,8.0,7.0,2.0,12.0,10.0,4.0,205.0,9.0
Crystal Palace,0,0.0,433.0,55.0,3.0,722.0,552.0,52.0,23.0,41.0,285.0,111.0,5.0,6.0,0.0,10.0,21.0,8.0,285.0,4.0
Crystal Palace,2,0.0,442.0,35.8,3.0,566.0,366.0,25.0,15.0,42.0,171.0,88.0,3.0,11.0,2.0,22.0,15.0,10.0,202.0,11.0
Crystal Palace,0,0.0,442.0,29.1,2.0,455.0,280.0,26.0,19.0,46.0,182.0,74.0,2.0,2.0,0.0,10.0,12.0,9.0,116.0,13.0
