team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Chelsea,2,1.0,3421.0,58.6,5.0,760.0,549.0,39.0,34.0,59.0,295.0,137.0,2.0,15.0,1.0,19.0,16.0,12.0,271.0,15.0
Chelsea,0,1.0,3421.0,67.7,9.0,938.0,765.0,31.0,56.0,67.0,517.0,287.0,5.0,14.0,4.0,4.0,18.0,6.0,280.0,7.0
Chelsea,2,1.0,352.0,48.7,1.0,699.0,511.0,38.0,11.0,45.0,257.0,132.0,2.0,7.0,7.0,24.0,24.0,4.0,257.0,15.0
Chelsea,0,0.0,343.0,64.4,2.0,924.0,740.0,51.0,17.0,45.0,325.0,148.0,1.0,6.0,3.0,8.0,15.0,10.0,426.0,8.0
Chelsea,2,1.0,3421.0,66.2,6.0,756.0,581.0,39.0,43.0,45.0,322.0,171.0,7.0,11.0,1.0,17.0,17.0,10.0,277.0,11.0
Chelsea,2,1.0,3421.0,65.5,6.0,882.0,713.0,51.0,23.0,53.0,323.0,130.0,8.0,11.0,1.0,18.0,15.0,8.0,401.0,11.0
Chelsea,0,0.0,3421.0,57.4,5.0,819.0,608.0,27.0,19.0,55.0,288.0,146.0,10.0,8.0,1.0,24.0,20.0,12.0,336.0,11.0
Chelsea,2,2.0,3421.0,65.6,7.0,752.0,564.0,43.0,31.0,48.0,289.0,133.0,3.0,15.0,2.0,19.0,20.0,6.0,298.0,9.0
Chelsea,2,1.0,3421.0,71.1,9.0,890.0,723.0,44.0,41.0,62.0,405.0,234.0,8.0,11.0,2.0,13.0,18.0,9.0,332.0,7.0
Chelsea,0,0.0,3421.0,78.9,5.0,1047.0,898.0,72.0,44.0,80.0,682.0,291.0,5.0,9.0,2.0,15.0,16.0,6.0,252.0,14.0
Chelsea,1,3.0,433.0,54.6,2.0,821.0,654.0,59.0,23.0,56.0,328.0,166.0,4.0,5.0,2.0,11.0,15.0,18.0,345.0,11.0
Chelsea,1,1.0,433.0,63.4,7.0,747.0,550.0,34.0,33.0,47.0,291.0,150.0,6.0,10.0,1.0,17.0,19.0,14.0,286.0,16.0
Chelsea,3,1.0,433.0,53.7,3.0,726.0,527.0,34.0,30.0,55.0,266.0,126.0,2.0,9.0,4.0,16.0,24.0,16.0,280.0,11.0
Chelsea,3,1.0,433.0,45.8,7.0,624.0,408.0,37.0,32.0,39.0,261.0,133.0,4.0,19.0,1.0,20.0,16.0,14.0,162.0,12.0
Chelsea,0,0.0,433.0,60.3,7.0,809.0,657.0,61.0,32.0,67.0,404.0,190.0,4.0,9.0,3.0,13.0,14.0,9.0,279.0,20.0
Chelsea,4,2.0,433.0,70.1,5.0,953.0,762.0,64.0,25.0,65.0,396.0,174.0,10.0,10.0,1.0,13.0,16.0,10.0,382.0,5.0
Chelsea,3,2.0,4231.0,53.4,3.0,787.0,574.0,50.0,26.0,38.0,253.0,124.0,4.0,11.0,3.0,16.0,23.0,7.0,334.0,11.0
Chelsea,4,0.0,4231.0,70.9,6.0,876.0,707.0,48.0,25.0,70.0,384.0,157.0,5.0,12.0,1.0,14.0,15.0,13.0,346.0,17.0
Chelsea,0,0.0,433.0,38.7,2.0,675.0,488.0,19.0,9.0,24.0,116.0,45.0,2.0,3.0,1.0,17.0,18.0,11.0,376.0,10.0
Chelsea,1,0.0,3421.0,71.2,11.0,797.0,598.0,54.0,51.0,63.0,427.0,228.0,8.0,15.0,0.0,18.0,24.0,9.0,211.0,12.0
Chelsea,2,0.0,3421.0,51.7,4.0,738.0,580.0,32.0,19.0,37.0,232.0,113.0,7.0,5.0,5.0,15.0,15.0,3.0,360.0,10.0
Chelsea,1,0.0,3421.0,55.5,6.0,776.0,566.0,46.0,21.0,58.0,321.0,156.0,7.0,10.0,3.0,22.0,22.0,9.0,254.0,11.0
Chelsea,4,0.0,3421.0,64.3,0.0,962.0,782.0,54.0,33.0,62.0,451.0,219.0,0.0,19.0,2.0,20.0,22.0,9.0,356.0,12.0
Chelsea,0,0.0,4231.0,62.3,0.0,797.0,588.0,37.0,29.0,64.0,359.0,188.0,6.0,9.0,3.0,17.0,20.0,14.0,244.0,6.0
Chelsea,1,0.0,3421.0,45.8,5.0,738.0,549.0,31.0,20.0,37.0,194.0,87.0,4.0,7.0,4.0,19.0,13.0,11.0,367.0,8.0
Chelsea,1,0.0,3421.0,70.9,4.0,915.0,727.0,56.0,27.0,59.0,361.0,145.0,0.0,6.0,0.0,22.0,24.0,12.0,381.0,10.0
Chelsea,2,0.0,3421.0,68.9,4.0,938.0,756.0,55.0,32.0,56.0,376.0,189.0,2.0,7.0,2.0,17.0,21.0,5.0,394.0,8.0
Chelsea,1,0.0,3412.0,58.0,7.0,804.0,630.0,49.0,36.0,58.0,356.0,184.0,4.0,12.0,0.0,10.0,24.0,13.0,293.0,14.0
