team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
West Ham United,0,1.0,3421.0,33.3,6.0,462.0,289.0,33.0,21.0,45.0,178.0,71.0,0.0,0.0,3.0,14.0,8.0,10.0,126.0,5.0
West Ham United,1,0.0,3421.0,32.4,7.0,483.0,272.0,32.0,18.0,46.0,192.0,101.0,0.0,0.0,3.0,14.0,16.0,18.0,94.0,8.0
West Ham United,0,0.0,3412.0,40.6,5.0,534.0,346.0,33.0,31.0,61.0,224.0,97.0,0.0,0.0,1.0,17.0,14.0,17.0,145.0,9.0
West Ham United,1,1.0,4411.0,46.3,5.0,556.0,361.0,39.0,21.0,52.0,219.0,99.0,0.0,0.0,2.0,25.0,18.0,15.0,160.0,12.0
West Ham United,2,1.0,4231.0,58.6,8.0,710.0,478.0,53.0,37.0,70.0,313.0,150.0,0.0,0.0,2.0,20.0,12.0,15.0,199.0,10.0
West Ham United,1,1.0,433.0,51.8,6.0,744.0,554.0,55.0,32.0,60.0,350.0,119.0,0.0,0.0,1.0,18.0,15.0,14.0,236.0,8.0
West Ham United,2,1.0,4231.0,65.2,4.0,727.0,532.0,54.0,37.0,68.0,337.0,165.0,0.0,0.0,3.0,12.0,16.0,7.0,223.0,7.0
West Ham United,0,3.0,4231.0,29.7,1.0,444.0,281.0,32.0,18.0,46.0,173.0,85.0,0.0,0.0,6.0,13.0,13.0,23.0,119.0,11.0
West Ham United,3,0.0,3421.0,44.1,7.0,540.0,342.0,32.0,23.0,51.0,222.0,106.0,0.0,0.0,1.0,19.0,14.0,6.0,135.0,10.0
West Ham United,0,0.0,433.0,36.2,5.0,569.0,396.0,32.0,19.0,46.0,205.0,101.0,0.0,0.0,5.0,13.0,16.0,12.0,203.0,9.0
West Ham United,1,0.0,3421.0,56.3,4.0,624.0,419.0,50.0,28.0,57.0,277.0,123.0,0.0,0.0,1.0,7.0,10.0,21.0,165.0,13.0
West Ham United,1,1.0,3421.0,58.4,10.0,610.0,440.0,56.0,27.0,66.0,283.0,146.0,0.0,0.0,3.0,7.0,14.0,8.0,173.0,12.0
West Ham United,1,1.0,3421.0,50.5,5.0,667.0,491.0,44.0,26.0,64.0,347.0,158.0,0.0,0.0,2.0,12.0,18.0,18.0,161.0,10.0
West Ham United,1,0.0,343.0,58.1,6.0,680.0,498.0,42.0,27.0,63.0,266.0,113.0,0.0,0.0,4.0,14.0,10.0,7.0,257.0,11.0
West Ham United,1,0.0,343.0,64.4,9.0,778.0,541.0,47.0,48.0,83.0,384.0,187.0,0.0,0.0,3.0,13.0,11.0,21.0,188.0,10.0
West Ham United,1,0.0,433.0,40.3,11.0,544.0,327.0,20.0,26.0,65.0,198.0,97.0,0.0,0.0,5.0,12.0,10.0,23.0,142.0,13.0
West Ham United,0,1.0,4231.0,45.1,7.0,576.0,370.0,36.0,45.0,47.0,265.0,111.0,0.0,0.0,0.0,7.0,19.0,28.0,133.0,9.0
West Ham United,2,2.0,4231.0,57.9,11.0,672.0,445.0,44.0,37.0,60.0,294.0,145.0,11.0,8.0,2.0,12.0,9.0,26.0,176.0,10.0
West Ham United,1,0.0,4231.0,46.8,9.0,554.0,355.0,33.0,27.0,62.0,261.0,131.0,7.0,9.0,1.0,16.0,14.0,30.0,116.0,15.0
West Ham United,2,1.0,3421.0,55.3,5.0,660.0,489.0,37.0,26.0,65.0,307.0,133.0,0.0,0.0,0.0,13.0,12.0,10.0,203.0,14.0
West Ham United,0,0.0,3412.0,42.9,4.0,604.0,374.0,40.0,28.0,44.0,238.0,101.0,0.0,0.0,4.0,17.0,25.0,20.0,153.0,3.0
West Ham United,2,1.0,4231.0,52.4,2.0,584.0,416.0,41.0,16.0,52.0,235.0,111.0,0.0,0.0,0.0,12.0,17.0,10.0,189.0,10.0
West Ham United,0,0.0,4141.0,34.2,4.0,545.0,347.0,34.0,14.0,55.0,194.0,90.0,0.0,0.0,3.0,18.0,15.0,19.0,165.0,5.0
West Ham United,1,0.0,4231.0,54.3,7.0,689.0,454.0,39.0,38.0,69.0,302.0,137.0,0.0,0.0,1.0,14.0,13.0,15.0,183.0,9.0
