team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Arsenal,3,3.0,4231.0,51.1,4.0,626.0,442.0,26.0,22.0,39.0,183.0,90.0,2.0,11.0,1.0,14.0,16.0,7.0,269.0,9.0
Arsenal,2,2.0,343.0,31.1,1.0,456.0,286.0,21.0,14.0,48.0,141.0,74.0,7.0,3.0,5.0,21.0,13.0,8.0,148.0,14.0
Arsenal,1,1.0,343.0,37.5,2.0,518.0,323.0,25.0,30.0,59.0,208.0,118.0,3.0,8.0,4.0,6.0,18.0,16.0,135.0,10.0
Arsenal,4,2.0,343.0,51.6,4.0,626.0,468.0,37.0,35.0,49.0,278.0,135.0,5.0,8.0,2.0,12.0,19.0,13.0,208.0,10.0
Arsenal,1,0.0,4231.0,68.9,3.0,799.0,621.0,43.0,34.0,67.0,355.0,198.0,3.0,6.0,2.0,13.0,11.0,10.0,286.0,11.0
Arsenal,3,2.0,4231.0,51.3,5.0,666.0,491.0,41.0,23.0,59.0,261.0,127.0,1.0,8.0,2.0,13.0,23.0,12.0,245.0,12.0
Arsenal,4,0.0,4231.0,68.4,6.0,816.0,643.0,57.0,36.0,65.0,408.0,202.0,5.0,10.0,1.0,12.0,6.0,10.0,259.0,15.0
Arsenal,1,1.0,4231.0,61.0,5.0,758.0,567.0,33.0,26.0,54.0,270.0,143.0,4.0,7.0,3.0,13.0,17.0,12.0,314.0,9.0
Arsenal,2,2.0,4231.0,48.8,5.0,715.0,513.0,33.0,19.0,45.0,214.0,109.0,2.0,8.0,0.0,19.0,21.0,15.0,314.0,11.0
Arsenal,1,1.0,4231.0,42.1,5.0,615.0,427.0,31.0,21.0,41.0,189.0,81.0,1.0,6.0,2.0,16.0,20.0,12.0,247.0,13.0
Arsenal,0,3.0,4231.0,42.4,4.0,674.0,482.0,34.0,21.0,33.0,203.0,90.0,4.0,2.0,2.0,16.0,12.0,12.0,299.0,9.0
Arsenal,1,1.0,4231.0,49.2,4.0,606.0,389.0,23.0,30.0,47.0,211.0,114.0,3.0,9.0,7.0,19.0,14.0,8.0,200.0,10.0
Arsenal,2,1.0,3412.0,61.0,3.0,729.0,487.0,33.0,36.0,58.0,300.0,131.0,10.0,12.0,2.0,25.0,19.0,15.0,219.0,13.0
Arsenal,1,1.0,4312.0,57.5,5.0,766.0,539.0,43.0,38.0,59.0,330.0,174.0,1.0,9.0,2.0,16.0,22.0,7.0,241.0,6.0
Arsenal,2,2.0,442.0,56.2,8.0,639.0,444.0,42.0,34.0,57.0,261.0,131.0,5.0,10.0,1.0,21.0,10.0,6.0,212.0,18.0
Arsenal,1,1.0,4231.0,52.5,6.0,653.0,443.0,31.0,38.0,58.0,262.0,138.0,3.0,9.0,0.0,23.0,27.0,8.0,205.0,12.0
Arsenal,3,1.0,4231.0,58.1,10.0,662.0,465.0,32.0,38.0,60.0,295.0,198.0,7.0,14.0,2.0,12.0,9.0,8.0,190.0,13.0
Arsenal,2,1.0,433.0,54.8,10.0,673.0,453.0,30.0,43.0,62.0,313.0,187.0,13.0,13.0,3.0,23.0,14.0,11.0,165.0,13.0
Arsenal,2,1.0,4231.0,67.5,3.0,731.0,529.0,22.0,31.0,41.0,248.0,158.0,7.0,8.0,5.0,12.0,12.0,9.0,298.0,13.0
Arsenal,0,0.0,343.0,69.0,4.0,771.0,606.0,39.0,36.0,55.0,345.0,149.0,2.0,5.0,1.0,3.0,12.0,5.0,294.0,19.0
Arsenal,1,1.0,343.0,62.7,6.0,808.0,636.0,54.0,32.0,46.0,275.0,108.0,5.0,8.0,0.0,12.0,14.0,6.0,380.0,11.0
Arsenal,2,0.0,343.0,48.1,1.0,651.0,482.0,42.0,20.0,46.0,246.0,91.0,2.0,6.0,0.0,29.0,11.0,11.0,246.0,11.0
Arsenal,2,0.0,343.0,47.4,3.0,566.0,398.0,30.0,13.0,33.0,165.0,79.0,4.0,6.0,1.0,10.0,17.0,15.0,241.0,14.0
Arsenal,1,0.0,433.0,58.7,3.0,665.0,476.0,36.0,28.0,46.0,242.0,108.0,4.0,9.0,0.0,8.0,18.0,4.0,256.0,8.0
Arsenal,0,0.0,4321.0,32.9,3.0,466.0,333.0,20.0,9.0,21.0,104.0,45.0,1.0,2.0,5.0,15.0,12.0,8.0,237.0,7.0
Arsenal,0,0.0,4231.0,57.3,6.0,658.0,462.0,40.0,29.0,50.0,231.0,100.0,4.0,9.0,1.0,17.0,12.0,8.0,252.0,11.0
Arsenal,2,0.0,4231.0,41.2,0.0,579.0,385.0,26.0,15.0,44.0,170.0,85.0,1.0,1.0,1.0,21.0,14.0,5.0,233.0,6.0
Arsenal,1,0.0,4231.0,57.3,2.0,691.0,487.0,38.0,16.0,51.0,220.0,107.0,1.0,6.0,1.0,17.0,19.0,9.0,277.0,22.0
Arsenal,1,0.0,4231.0,60.5,6.0,796.0,599.0,51.0,32.0,60.0,343.0,163.0,6.0,11.0,0.0,10.0,20.0,13.0,280.0,13.0
Arsenal,0,0.0,4231.0,57.0,4.0,678.0,484.0,40.0,19.0,43.0,199.0,81.0,1.0,5.0,0.0,14.0,13.0,6.0,301.0,11.0
Arsenal,3,0.0,4231.0,64.2,3.0,864.0,675.0,45.0,18.0,38.0,249.0,126.0,3.0,7.0,0.0,12.0,13.0,9.0,435.0,6.0
Arsenal,2,1.0,4231.0,60.1,1.0,742.0,541.0,41.0,45.0,63.0,344.0,179.0,3.0,13.0,0.0,16.0,13.0,9.0,234.0,10.0
Arsenal,0,0.0,3412.0,49.8,4.0,673.0,478.0,28.0,26.0,45.0,223.0,116.0,3.0,5.0,2.0,18.0,17.0,7.0,271.0,10.0
Arsenal,0,0.0,4231.0,68.6,4.0,835.0,633.0,40.0,42.0,58.0,356.0,201.0,4.0,5.0,1.0,17.0,13.0,5.0,307.0,12.0
Arsenal,1,0.0,433.0,45.2,3.0,563.0,364.0,36.0,23.0,41.0,231.0,118.0,3.0,7.0,4.0,19.0,17.0,8.0,153.0,13.0
Arsenal,2,0.0,41212.0,47.6,2.0,625.0,466.0,39.0,14.0,52.0,255.0,123.0,3.0,4.0,0.0,13.0,11.0,11.0,214.0,4.0
Arsenal,1,0.0,4312.0,48.0,4.0,738.0,516.0,31.0,19.0,39.0,191.0,88.0,5.0,4.0,4.0,16.0,16.0,7.0,338.0,5.0
