team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Tottenham Hotspur,3,3.0,4231.0,29.0,1.0,465.0,285.0,23.0,12.0,22.0,126.0,48.0,1.0,6.0,4.0,17.0,17.0,7.0,169.0,15.0
Tottenham Hotspur,2,1.0,4411.0,37.3,1.0,542.0,378.0,40.0,21.0,49.0,227.0,86.0,6.0,9.0,2.0,22.0,15.0,5.0,164.0,16.0
Tottenham Hotspur,1,1.0,433.0,51.6,6.0,630.0,448.0,38.0,22.0,47.0,250.0,118.0,8.0,4.0,2.0,13.0,17.0,7.0,212.0,14.0
Tottenham Hotspur,2,1.0,4231.0,64.5,11.0,826.0,662.0,47.0,33.0,75.0,396.0,179.0,7.0,8.0,3.0,9.0,15.0,8.0,285.0,12.0
Tottenham Hotspur,1,1.0,4231.0,38.8,3.0,566.0,365.0,36.0,20.0,46.0,205.0,96.0,6.0,4.0,1.0,14.0,16.0,12.0,176.0,17.0
Tottenham Hotspur,2,2.0,343.0,65.5,2.0,824.0,621.0,62.0,37.0,55.0,344.0,147.0,3.0,10.0,0.0,22.0,14.0,6.0,299.0,12.0
Tottenham Hotspur,2,0.0,4231.0,33.1,6.0,531.0,347.0,28.0,16.0,40.0,183.0,81.0,5.0,3.0,2.0,21.0,13.0,12.0,170.0,8.0
Tottenham Hotspur,2,1.0,4231.0,50.4,5.0,680.0,479.0,37.0,31.0,50.0,317.0,157.0,4.0,10.0,1.0,11.0,24.0,12.0,179.0,12.0
Tottenham Hotspur,0,1.0,442.0,33.2,8.0,591.0,381.0,29.0,17.0,39.0,183.0,72.0,5.0,9.0,2.0,13.0,12.0,13.0,208.0,4.0
Tottenham Hotspur,2,1.0,3421.0,53.8,2.0,692.0,494.0,29.0,33.0,51.0,289.0,148.0,4.0,7.0,5.0,19.0,25.0,12.0,221.0,10.0
Tottenham Hotspur,0,2.0,433.0,44.5,2.0,651.0,455.0,29.0,23.0,49.0,241.0,100.0,2.0,3.0,2.0,19.0,16.0,12.0,230.0,9.0
Tottenham Hotspur,5,3.0,4231.0,49.0,3.0,661.0,476.0,27.0,17.0,41.0,193.0,91.0,5.0,8.0,1.0,19.0,10.0,15.0,290.0,12.0
Tottenham Hotspur,3,1.0,4231.0,52.6,7.0,714.0,515.0,43.0,28.0,64.0,314.0,151.0,3.0,11.0,1.0,19.0,13.0,15.0,216.0,10.0
Tottenham Hotspur,1,0.0,4231.0,61.1,8.0,806.0,602.0,40.0,27.0,50.0,307.0,175.0,10.0,7.0,1.0,19.0,12.0,5.0,311.0,6.0
Tottenham Hotspur,1,1.0,3421.0,69.4,3.0,908.0,686.0,64.0,55.0,64.0,485.0,207.0,5.0,7.0,5.0,11.0,12.0,11.0,241.0,5.0
Tottenham Hotspur,2,2.0,4231.0,41.4,3.0,579.0,369.0,32.0,19.0,35.0,204.0,91.0,3.0,6.0,1.0,23.0,14.0,11.0,174.0,5.0
Tottenham Hotspur,4,4.0,4222.0,64.1,7.0,830.0,640.0,58.0,42.0,67.0,383.0,154.0,6.0,7.0,1.0,11.0,13.0,14.0,275.0,19.0
