team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Everton,2,2.0,4231.0,60.1,9.0,764.0,555.0,45.0,38.0,61.0,327.0,169.0,10.0,10.0,1.0,20.0,14.0,14.0,251.0,8.0
Everton,4,2.0,4231.0,48.3,3.0,583.0,383.0,35.0,34.0,61.0,241.0,112.0,5.0,10.0,1.0,17.0,19.0,13.0,168.0,11.0
Everton,1,1.0,4231.0,42.9,9.0,594.0,381.0,33.0,35.0,67.0,270.0,145.0,8.0,15.0,3.0,19.0,19.0,14.0,132.0,8.0
Everton,2,0.0,4231.0,32.7,4.0,526.0,314.0,33.0,16.0,33.0,170.0,80.0,3.0,12.0,1.0,13.0,20.0,18.0,157.0,17.0
Everton,0,0.0,4411.0,42.2,3.0,555.0,343.0,26.0,33.0,72.0,227.0,131.0,1.0,6.0,2.0,19.0,6.0,14.0,136.0,12.0
Everton,0,1.0,4231.0,38.8,4.0,543.0,336.0,28.0,25.0,64.0,229.0,120.0,3.0,1.0,5.0,27.0,25.0,11.0,125.0,12.0
Everton,1,1.0,4141.0,64.0,2.0,725.0,534.0,50.0,28.0,76.0,334.0,160.0,4.0,9.0,2.0,18.0,19.0,9.0,217.0,12.0
Everton,2,0.0,4231.0,50.9,8.0,631.0,396.0,34.0,32.0,46.0,229.0,115.0,5.0,10.0,1.0,19.0,26.0,14.0,187.0,17.0
Everton,0,0.0,4231.0,59.6,7.0,750.0,525.0,54.0,45.0,58.0,348.0,174.0,3.0,14.0,1.0,18.0,34.0,12.0,207.0,5.0
Everton,2,1.0,4231.0,41.5,5.0,581.0,412.0,37.0,31.0,67.0,266.0,150.0,4.0,6.0,4.0,11.0,33.0,15.0,164.0,13.0
Everton,2,1.0,4231.0,56.6,5.0,649.0,412.0,32.0,34.0,50.0,247.0,133.0,2.0,10.0,4.0,22.0,17.0,8.0,189.0,13.0
Everton,1,1.0,4231.0,76.3,8.0,884.0,646.0,64.0,60.0,84.0,468.0,236.0,7.0,12.0,2.0,14.0,20.0,4.0,230.0,7.0
