team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
West Ham United,3,1.0,4141.0,56.3,6.0,728.0,520.0,37.0,18.0,51.0,303.0,150.0,9.0,8.0,3.0,18.0,19.0,15.0,224.0,2.0
West Ham United,2,1.0,4141.0,49.3,5.0,617.0,410.0,35.0,36.0,45.0,301.0,157.0,4.0,7.0,1.0,19.0,17.0,10.0,130.0,8.0
West Ham United,0,2.0,442.0,49.3,2.0,632.0,420.0,44.0,21.0,53.0,224.0,103.0,3.0,14.0,2.0,23.0,18.0,14.0,213.0,7.0
West Ham United,4,1.0,4141.0,64.1,5.0,790.0,605.0,56.0,35.0,62.0,427.0,202.0,6.0,10.0,1.0,16.0,21.0,11.0,194.0,7.0
West Ham United,2,2.0,4141.0,55.8,3.0,742.0,538.0,54.0,21.0,33.0,319.0,125.0,3.0,7.0,1.0,26.0,21.0,8.0,232.0,8.0
West Ham United,3,2.0,4141.0,55.1,9.0,758.0,553.0,53.0,48.0,65.0,381.0,187.0,1.0,20.0,3.0,23.0,19.0,11.0,206.0,11.0
West Ham United,1,1.0,4141.0,26.7,7.0,455.0,245.0,23.0,17.0,34.0,173.0,64.0,6.0,7.0,1.0,18.0,20.0,13.0,83.0,9.0
West Ham United,1,0.0,4231.0,41.4,7.0,549.0,380.0,37.0,25.0,33.0,257.0,123.0,4.0,7.0,5.0,11.0,21.0,17.0,143.0,7.0
West Ham United,2,0.0,442.0,54.3,6.0,684.0,494.0,42.0,21.0,50.0,297.0,107.0,7.0,6.0,4.0,10.0,15.0,12.0,211.0,9.0
West Ham United,0,1.0,442.0,51.6,5.0,648.0,381.0,30.0,41.0,49.0,263.0,115.0,7.0,11.0,4.0,19.0,27.0,13.0,150.0,9.0
West Ham United,3,1.0,442.0,48.3,5.0,642.0,430.0,43.0,25.0,54.0,296.0,140.0,4.0,9.0,2.0,19.0,26.0,13.0,158.0,10.0
