team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Wolverhampton Wanderers,1,0.0,352.0,39.2,9.0,546.0,376.0,31.0,35.0,44.0,235.0,116.0,7.0,12.0,1.0,19.0,8.0,8.0,157.0,10.0
Wolverhampton Wanderers,3,3.0,352.0,29.6,5.0,445.0,285.0,21.0,14.0,30.0,159.0,69.0,3.0,8.0,1.0,15.0,12.0,22.0,135.0,12.0
Wolverhampton Wanderers,0,0.0,352.0,68.2,14.0,818.0,615.0,39.0,52.0,71.0,420.0,200.0,5.0,18.0,1.0,12.0,18.0,6.0,233.0,8.0
Wolverhampton Wanderers,2,1.0,352.0,49.8,5.0,683.0,510.0,49.0,18.0,42.0,271.0,101.0,2.0,7.0,4.0,17.0,22.0,14.0,251.0,5.0
Wolverhampton Wanderers,2,2.0,352.0,56.3,5.0,702.0,473.0,51.0,17.0,35.0,245.0,85.0,2.0,11.0,1.0,20.0,29.0,8.0,240.0,11.0
Wolverhampton Wanderers,1,0.0,352.0,59.5,8.0,822.0,623.0,52.0,38.0,50.0,326.0,129.0,6.0,16.0,1.0,15.0,19.0,13.0,327.0,7.0
Wolverhampton Wanderers,3,0.0,352.0,54.7,4.0,671.0,477.0,52.0,29.0,53.0,274.0,122.0,7.0,13.0,2.0,24.0,19.0,17.0,216.0,8.0
Wolverhampton Wanderers,4,2.0,352.0,45.6,3.0,589.0,381.0,39.0,31.0,52.0,218.0,94.0,3.0,9.0,1.0,20.0,23.0,13.0,181.0,11.0
Wolverhampton Wanderers,0,0.0,343.0,51.9,5.0,730.0,527.0,39.0,21.0,53.0,271.0,130.0,5.0,4.0,1.0,26.0,26.0,9.0,269.0,9.0
Wolverhampton Wanderers,0,1.0,3412.0,38.3,4.0,627.0,420.0,30.0,14.0,55.0,229.0,99.0,2.0,9.0,4.0,26.0,34.0,22.0,198.0,7.0
Wolverhampton Wanderers,2,1.0,3412.0,37.8,3.0,561.0,389.0,39.0,18.0,37.0,195.0,88.0,4.0,6.0,4.0,21.0,16.0,16.0,203.0,15.0
Wolverhampton Wanderers,2,1.0,3421.0,29.9,3.0,463.0,284.0,27.0,20.0,47.0,167.0,69.0,1.0,5.0,2.0,16.0,18.0,23.0,130.0,18.0
Wolverhampton Wanderers,0,1.0,343.0,44.8,6.0,662.0,443.0,46.0,16.0,57.0,256.0,104.0,6.0,6.0,1.0,21.0,21.0,16.0,200.0,9.0
Wolverhampton Wanderers,2,2.0,343.0,48.6,4.0,657.0,458.0,45.0,33.0,77.0,299.0,152.0,8.0,8.0,5.0,22.0,13.0,9.0,184.0,11.0
Wolverhampton Wanderers,0,2.0,343.0,44.8,6.0,586.0,420.0,34.0,30.0,50.0,245.0,114.0,6.0,4.0,2.0,22.0,22.0,11.0,202.0,23.0
