team,score,first_half_goals,formation_used,possession_percentage,shot_off_target,touches,total_pass,long_pass_own_to_opp_success,pen_area_entries,final_third_entries,total_fwd_zone_pass,total_final_third_passes,attempts_obox,attempts_ibox,total_offside,total_tackle,blocked_pass,interception,total_back_zone_pass,fk_foul_lost
Manchester City,1,0.0,433.0,61.0,10.0,817.0,636.0,37.0,50.0,91.0,495.0,262.0,12.0,7.0,2.0,14.0,17.0,13.0,166.0,12.0
Manchester City,1,1.0,433.0,60.7,6.0,794.0,582.0,46.0,32.0,65.0,341.0,170.0,5.0,10.0,2.0,15.0,14.0,10.0,259.0,11.0
Manchester City,2,2.0,433.0,78.8,14.0,846.0,676.0,45.0,48.0,74.0,484.0,243.0,12.0,15.0,1.0,11.0,12.0,8.0,222.0,3.0
Manchester City,3,0.0,433.0,71.1,7.0,885.0,727.0,46.0,52.0,79.0,603.0,300.0,5.0,14.0,4.0,7.0,7.0,11.0,146.0,11.0
Manchester City,1,0.0,433.0,75.6,10.0,968.0,780.0,46.0,52.0,75.0,534.0,300.0,5.0,15.0,7.0,14.0,35.0,8.0,276.0,2.0
Manchester City,6,4.0,433.0,55.8,5.0,856.0,681.0,48.0,19.0,38.0,285.0,133.0,5.0,10.0,2.0,12.0,13.0,10.0,402.0,9.0
Manchester City,3,2.0,433.0,58.8,3.0,798.0,613.0,44.0,38.0,69.0,412.0,215.0,7.0,12.0,5.0,13.0,21.0,10.0,219.0,11.0
Manchester City,3,2.0,433.0,76.1,7.0,1054.0,872.0,48.0,63.0,93.0,738.0,418.0,11.0,13.0,3.0,10.0,17.0,9.0,165.0,6.0
Manchester City,2,1.0,433.0,49.6,4.0,762.0,578.0,48.0,23.0,52.0,290.0,124.0,3.0,6.0,2.0,14.0,18.0,14.0,299.0,12.0
Manchester City,2,1.0,433.0,78.3,9.0,940.0,733.0,42.0,73.0,93.0,621.0,309.0,8.0,11.0,2.0,17.0,22.0,6.0,157.0,7.0
Manchester City,3,1.0,433.0,67.0,4.0,861.0,705.0,64.0,35.0,67.0,428.0,171.0,4.0,9.0,3.0,15.0,19.0,5.0,295.0,7.0
Manchester City,3,1.0,433.0,73.1,5.0,951.0,786.0,66.0,36.0,73.0,491.0,213.0,4.0,12.0,2.0,14.0,10.0,11.0,312.0,9.0
Manchester City,3,1.0,433.0,64.9,6.0,888.0,700.0,62.0,35.0,64.0,462.0,214.0,9.0,8.0,0.0,13.0,26.0,8.0,263.0,12.0
Manchester City,6,4.0,433.0,67.3,5.0,914.0,729.0,47.0,32.0,58.0,420.0,232.0,5.0,13.0,1.0,12.0,19.0,11.0,321.0,14.0
Manchester City,5,1.0,433.0,69.1,6.0,825.0,679.0,43.0,40.0,53.0,398.0,208.0,6.0,18.0,0.0,15.0,17.0,7.0,300.0,11.0
Manchester City,2,1.0,433.0,80.1,13.0,1040.0,850.0,46.0,55.0,69.0,677.0,381.0,9.0,19.0,2.0,15.0,8.0,12.0,202.0,4.0
Manchester City,3,2.0,433.0,64.7,8.0,936.0,736.0,65.0,44.0,60.0,467.0,218.0,10.0,18.0,5.0,16.0,21.0,12.0,289.0,7.0
Manchester City,2,1.0,4132.0,78.1,9.0,957.0,767.0,67.0,34.0,83.0,550.0,262.0,8.0,16.0,2.0,9.0,18.0,6.0,238.0,5.0
Manchester City,6,3.0,3142.0,76.9,9.0,959.0,760.0,41.0,46.0,91.0,604.0,298.0,12.0,20.0,1.0,5.0,21.0,5.0,180.0,9.0
Manchester City,4,2.0,4411.0,76.3,3.0,955.0,796.0,48.0,46.0,60.0,567.0,281.0,11.0,9.0,1.0,15.0,6.0,10.0,249.0,8.0
Manchester City,1,0.0,433.0,69.9,4.0,814.0,608.0,40.0,42.0,60.0,419.0,204.0,0.0,17.0,3.0,13.0,13.0,12.0,213.0,7.0
Manchester City,2,0.0,433.0,63.2,3.0,874.0,702.0,56.0,28.0,53.0,376.0,176.0,3.0,5.0,0.0,14.0,15.0,16.0,334.0,10.0
